Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,has_garage,has_vnr,has_bsmt,has_alley,has_fireplace,has_pool,has_fence,zone_C (all),zone_FV,zone_I (all),zone_RH,zone_RL,zone_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,total_full_bath,total_half_bath,lot_size,year_built_remod/add,area_rms_abvgrd,bathrooms,garage_size,garage_cond_qual,has_condition,bsmtfin_sf1_total_sf,beds_baths,func_overall_qual,lot_area_zone_C (all),lot_area_zone_FV,lot_area_zone_I (all),lot_area_zone_RH,lot_area_zone_RL,lot_area_zone_RM,house_style_bldg_type_2fmCon,house_style_bldg_type_Duplex,house_style_bldg_type_Twnhs,house_style_bldg_type_TwnhsE,SalePrice_preds,errors
2240,910204090,30,60.0,8967,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2,1,1,Unf,0.0,Unf,0.0,961.0,961.0,GasA,4,1,Mix,1077,0,0,1077,0,0,1,0,2,1,3,6,3,0,0,Detchd,1920,1,1,338.0,1,1,0.0,0,0,0,0,0,0,0,N/A,0,11,2007,WD ,67000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,538020.0,3744000,6462,0,338.0,1,0,0.0,2,15,0,0,0,0,0,8967,0.0,0.0,0.0,0.0,78034.02223687345,-12650.648364742345
1706,528144050,60,86.0,10562,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,5,1,SBrkr,1610,551,0,2161,1,0,1,1,3,1,5,8,8,1,4,Attchd,2007,3,3,789.0,3,3,1.0,178,120,0,0,0,0,0,N/A,0,11,2007,New,325624,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,908332.0,4028049,17288,1,2367.0,9,0,2037616.0,6,64,0,0,0,0,10562,0,0.0,0.0,0.0,0.0,337655.3669600109,-12127.622539329226
2252,914460110,20,44.0,12864,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,1392.0,Unf,0.0,17.0,1409.0,GasA,5,1,SBrkr,1409,0,0,1409,1,0,1,1,1,1,4,4,8,1,4,Attchd,2002,2,2,576.0,3,3,1.0,0,144,0,0,145,0,0,N/A,0,7,2007,WD ,245000,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,566016.0,4008004,5636,1,1152.0,9,0,1961328.0,2,56,0,0,0,0,12864,0,0.0,0.0,0.0,0.0,226112.31065252112,14634.046697788232
1136,531375110,20,66.0,13695,Pave,N/A,Reg,Lvl,4,1,RRAe,Norm,1.0,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,5,1,SBrkr,1114,0,0,1114,1,0,1,1,3,1,4,6,8,0,0,Detchd,2004,1,2,576.0,3,3,1.0,0,102,0,0,0,0,0,N/A,0,6,2008,WD ,159000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,903870.0,4016016,6684,1,1152.0,9,1,719644.0,6,40,0,0,0,0,13695,0,0.0,0.0,0.0,0.0,156810.7606796483,1335.8030403632438
1877,534204120,20,79.0,10289,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3,3,1,ALQ,836.0,Unf,0.0,237.0,1073.0,GasA,3,1,SBrkr,1073,0,0,1073,1,0,1,1,3,1,3,6,8,0,0,Attchd,1965,2,2,515.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,6,2007,WD ,156000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,812831.0,3861225,6438,1,1030.0,9,0,897028.0,6,40,0,0,0,0,10289,0,0.0,0.0,0.0,0.0,132483.738559919,24222.542580319103
424,528106020,20,105.0,15431,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5,3,4,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,5,1,SBrkr,2402,0,0,2402,1,0,2,0,2,1,5,10,8,2,4,Attchd,2008,3,3,672.0,3,3,1.0,0,72,0,0,170,0,0,N/A,0,4,2009,WD ,555000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1620255.0,4032064,24020,0,2016.0,9,0,5467098.0,6,80,0,0,0,0,15431,0,0.0,0.0,0.0,0.0,563353.9127164239,-11362.44515574677
1182,533251120,20,82.13039221379431,11120,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,3,1,SBrkr,1232,0,0,1232,0,0,2,0,3,1,3,6,8,0,0,Attchd,1984,1,2,516.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,6,2008,WD ,162500,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,913289.9614173927,3936256,7392,0,1032.0,9,0,813120.0,6,48,0,0,0,0,11120,0,0.0,0.0,0.0,0.0,152727.61756746002,9090.196038256458
2750,906225180,90,73.0,9069,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,3,3,LwQ,261.0,GLQ,1083.0,0.0,1344.0,GasA,4,1,SBrkr,1440,0,0,1440,2,0,2,0,2,2,4,8,8,0,0,Attchd,1993,1,4,920.0,3,3,1.0,288,0,0,0,0,0,0,N/A,0,4,2006,WD ,224500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,662037.0,3972049,11520,0,3680.0,9,0,350784.0,8,48,0,0,0,0,9069,0,0.0,2.0,0.0,0.0,211487.0631599218,14912.559956944693
1016,527276040,20,349.20188344138444,47280,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,1488.0,1488.0,GasA,4,1,SBrkr,1488,0,0,1488,0,0,2,1,3,1,3,6,8,1,3,Attchd,1950,2,2,738.0,3,3,1.0,0,0,180,0,0,0,0,N/A,0,7,2008,WD ,133000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16510265.049108656,3802500,8928,2,1476.0,9,0,0.0,6,48,0,0,0,0,47280,0,0.0,0.0,0.0,0.0,191910.71763807687,-58160.94475955478
2436,528250060,60,63.0,7875,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,783.0,783.0,GasA,5,1,SBrkr,807,702,0,1509,0,0,2,1,3,1,4,8,8,1,4,Attchd,2003,3,2,393.0,3,3,1.0,0,75,0,0,0,0,0,N/A,0,7,2006,WD ,180000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,496125.0,4012009,12072,2,786.0,9,0,0.0,6,56,0,0,0,0,7875,0,0.0,0.0,0.0,0.0,192330.3185027185,-10244.699890950345
1607,923277080,20,60.0,6600,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,4,1,SBrkr,845,0,0,845,0,0,1,0,3,1,4,6,8,0,0,Attchd,1982,1,1,264.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,7,2008,WD ,134500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,396000.0,3973910,5070,0,264.0,9,0,539110.0,3,40,0,0,0,0,6600,0,0.0,0.0,0.0,0.0,128380.49298003307,6231.845103924308
2337,527216050,60,66.0,13682,Pave,N/A,IR2,HLS,4,1,Norm,Norm,2.0,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,5,1,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,8,1,4,BuiltIn,2006,3,3,641.0,3,3,1.0,192,0,37,0,0,0,0,N/A,0,10,2006,New,438780,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,903012.0,4024036,29450,3,1923.0,9,0,0.0,9,80,0,0,0,0,13682,0,0.0,0.0,0.0,0.0,431743.8130304334,7655.465176636062
1233,535105090,80,101.0,9150,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,3,4,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,4,1,SBrkr,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,4,Basment,1962,2,1,296.0,3,3,1.0,64,110,0,0,0,0,0,N/A,0,12,2008,WD ,165000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,924150.0,3849444,8586,0,296.0,9,0,407729.0,3,48,0,0,0,0,9150,0,0.0,0.0,0.0,0.0,161758.9333922394,4496.654719545681
419,527455240,20,65.0,7150,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,1,BLQ,432.0,Unf,0.0,460.0,892.0,GasA,3,1,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,8,0,0,Attchd,1967,2,1,288.0,3,3,1.0,0,0,0,0,0,0,2,N/A,0,7,2009,WD ,100000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,464750.0,3869089,4460,0,288.0,9,0,385344.0,3,40,0,0,0,0,7150,0,0.0,0.0,0.0,0.0,113715.0903207451,-13350.069265475191
633,535154060,20,90.73488024698409,12285,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,3,1,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,4,1,SBrkr,1329,0,0,1329,0,0,1,1,3,1,3,5,8,2,4,Attchd,1960,1,2,441.0,3,3,1.0,0,0,203,0,0,0,0,N/A,0,8,2009,WD ,176000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1114678.0038341996,3841600,6645,1,882.0,9,0,722976.0,3,56,0,0,0,0,12285,0,0.0,0.0,0.0,0.0,168728.2186946808,4903.334156918776
2722,905200340,20,102.0,17920,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,2,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,3,1,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,8,1,4,Attchd,1955,1,2,454.0,3,3,1.0,0,418,0,0,312,0,0,N/A,0,7,2006,WD ,170000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1827840.0,3859170,10674,1,908.0,9,0,539478.0,6,40,0,0,0,0,17920,0,0.0,0.0,0.0,0.0,199482.8623043256,-26635.63628958646
469,528228290,120,53.0,3684,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1373.0,1373.0,GasA,5,1,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,3,Attchd,2007,3,3,660.0,3,3,1.0,143,20,0,0,0,0,0,N/A,0,6,2009,WD ,174000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,195252.0,4028049,10885,0,1980.0,9,0,0.0,4,56,0,0,0,0,3684,0,0.0,0.0,0.0,1.0,203436.10460907692,-28793.16144009409
1365,903456130,50,62.0,7006,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,PConc,3,3,1,Rec,121.0,Unf,0.0,647.0,768.0,GasA,3,1,SBrkr,788,448,0,1236,1,0,2,0,3,1,3,6,8,1,4,Detchd,1985,1,1,384.0,3,3,1.0,0,0,0,0,0,0,3,N/A,0,8,2008,WD ,127000,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,434372.0,3753750,7416,0,384.0,9,0,92928.0,9,48,0,0,0,0,0,7006,0.0,0.0,0.0,0.0,122989.7129656448,2636.6140407771454
1098,528294060,60,77.0,8390,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,831.0,831.0,GasA,5,1,SBrkr,873,778,0,1651,0,0,2,1,3,1,3,7,8,1,3,BuiltIn,1999,3,2,450.0,3,3,1.0,0,103,0,0,0,0,0,N/A,0,5,2008,WD ,185900,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,646030.0,3996001,11557,2,900.0,9,0,0.0,6,56,0,0,0,0,8390,0,0.0,0.0,0.0,0.0,185207.30295049588,1444.8902402347885
711,902206260,30,50.0,5784,Pave,N/A,Reg,Lvl,4,1,Artery,Norm,1.0,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,Unf,0.0,Unf,0.0,190.0,190.0,GasA,4,1,FuseA,886,0,0,886,0,0,1,0,2,1,3,4,8,0,0,Attchd,1938,1,1,273.0,3,3,1.0,144,20,80,0,0,0,0,N/A,0,12,2009,WD ,91300,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,289200.0,3868248,3544,0,273.0,9,1,0.0,2,40,0,0,0,0,0,5784,0.0,0.0,0.0,0.0,103207.60681341993,-11266.443943183505
2808,907405030,20,70.0,9135,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4,3,3,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,5,1,SBrkr,1700,0,0,1700,1,0,2,0,3,1,4,7,8,0,0,Attchd,2003,2,2,544.0,3,3,1.0,192,23,0,0,0,0,0,N/A,0,5,2006,WD ,200000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,639450.0,4012009,11900,0,1088.0,9,0,571880.0,9,48,0,0,0,0,9135,0,0.0,0.0,0.0,0.0,209851.52907609672,-10200.65762206589
1959,535450310,50,78.0,10496,Pave,N/A,Reg,Lvl,4,1,Artery,Norm,1.6666666666666667,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,3,3,2,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,5,1,SBrkr,1168,678,0,1846,0,0,2,0,3,1,3,7,8,1,4,Attchd,1949,1,1,315.0,3,3,1.0,0,0,0,0,0,0,2,N/A,0,1,2007,WD ,143000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,818688.0,3800550,12922,0,315.0,9,1,203840.0,6,48,0,0,0,0,10496,0,0.0,0.0,0.0,0.0,167585.6408316002,-25586.814168997924
2720,905200280,50,112.38345463551121,13650,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,3,3,1,ALQ,57.0,BLQ,441.0,554.0,1052.0,GasA,5,1,SBrkr,1252,668,0,1920,1,0,2,0,4,1,4,8,8,1,4,Attchd,1958,1,2,451.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,7,2006,WD ,172500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1534034.1557747282,3833764,15360,0,902.0,9,0,59964.0,12,40,0,0,0,0,13650,0,0.0,0.0,0.0,0.0,183553.10430731197,-11749.428618924285
2170,908103090,20,67.0,8308,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,3,4,CBlock,3,3,1,BLQ,132.0,LwQ,841.0,115.0,1088.0,GasA,3,1,SBrkr,1088,0,0,1088,0,0,1,0,2,1,3,4,8,0,0,Detchd,2002,1,2,520.0,3,3,0.5,0,0,0,0,0,0,0,N/A,0,6,2007,COD,110000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,556636.0,3853369,4352,0,1040.0,9,0,143616.0,2,32,0,0,0,0,8308,0,0.0,0.0,0.0,0.0,110506.79189157116,-3018.3756066749047
603,534277090,20,69.7960617284493,9450,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,3,3,CBlock,3,3,1,BLQ,775.0,Unf,0.0,265.0,1040.0,GasA,3,1,SBrkr,1362,0,0,1362,1,0,1,0,3,1,3,6,8,1,4,Attchd,1982,2,3,768.0,3,3,1.0,0,0,84,0,0,0,3,N/A,0,5,2009,WD ,140000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,659572.7833338459,3829849,8172,0,2304.0,9,0,806000.0,6,32,0,0,0,0,9450,0,0.0,0.0,0.0,0.0,134704.6013175733,3912.082869928272
2113,906394050,20,78.0,9317,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,24.0,Unf,0.0,1290.0,1314.0,GasA,4,1,SBrkr,1314,0,0,1314,0,0,2,0,3,1,4,6,8,1,4,Attchd,2006,2,2,440.0,3,3,1.0,0,22,0,0,0,0,0,N/A,0,3,2007,WD ,176432,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,726726.0,4024036,7884,0,880.0,9,0,31536.0,6,48,0,0,0,0,9317,0,0.0,0.0,0.0,0.0,174448.56370685692,822.0299901642138
1146,531450090,20,58.8922235170558,7153,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4,3,1,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,4,1,SBrkr,1294,0,0,1294,1,0,2,0,3,1,4,6,8,0,0,Attchd,1991,2,2,496.0,3,3,1.0,112,51,0,0,0,0,2,N/A,0,6,2008,WD ,179200,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,421256.07481750014,3964081,7764,0,992.0,9,0,1533600.0,9,48,0,0,0,0,7153,0,0.0,0.0,0.0,0.0,175928.37185777497,4189.162799455371
2105,906380120,20,68.0,8814,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,1,GLQ,925.0,Unf,0.0,349.0,1274.0,GasA,5,1,SBrkr,1274,0,0,1274,1,0,2,0,3,1,4,6,8,0,0,Attchd,2005,2,2,508.0,3,3,1.0,264,98,0,0,0,0,0,N/A,0,1,2007,New,203000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,599352.0,4024035,7644,0,1016.0,9,0,1178450.0,9,56,0,0,0,0,8814,0,0.0,0.0,0.0,0.0,203219.76436986678,2313.1064723578747
1786,528435060,20,83.0,9849,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689,0,0,1689,0,0,2,0,3,1,4,7,8,0,0,Attchd,2007,2,3,954.0,3,3,1.0,0,56,0,0,0,0,0,N/A,0,6,2007,New,248328,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,817467.0,4028049,11823,0,2862.0,9,0,0.0,6,56,0,0,0,0,9849,0,0.0,0.0,0.0,0.0,221080.36499924609,25926.732916598063
961,916382110,20,79.0,14463,Pave,N/A,IR1,HLS,4,1,Norm,Norm,1.0,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,5,3,PConc,5,3,4,GLQ,1115.0,Unf,0.0,526.0,1641.0,GasA,5,1,SBrkr,1641,0,0,1641,1,0,2,0,3,1,5,7,8,0,0,Attchd,2008,3,3,885.0,3,3,1.0,0,95,0,0,0,0,0,N/A,0,1,2009,WD ,316500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1142577.0,4032064,11487,0,2655.0,9,0,1829715.0,9,72,0,0,0,0,14463,0,0.0,0.0,0.0,0.0,318448.45371970494,-616.3825735389837
1405,905403060,50,50.0,5190,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,570.0,570.0,GasA,3,1,SBrkr,617,462,0,1079,0,0,1,0,2,1,3,5,8,1,4,Attchd,1948,1,1,249.0,3,3,1.0,135,0,0,0,0,0,0,N/A,0,1,2008,WD ,125600,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259500.0,3798600,5395,0,249.0,9,0,0.0,2,56,0,0,0,0,5190,0,0.0,0.0,0.0,0.0,129144.33210800859,-3651.091746107515
