,Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,has_garage,has_vnr,has_bsmt,has_alley,has_fireplace,has_pool,has_fence,zone_C (all),zone_FV,zone_I (all),zone_RH,zone_RL,zone_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,total_full_bath,total_half_bath
991,1648,527302090,20,93.0,12299,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,3,3,CBlock,4,3,1,GLQ,1328.0,Unf,0.0,201.0,1529.0,GasA,3,1,SBrkr,1664,0,0,1664,1,0,2,0,3,1,4,7,8,1,3,Attchd,1978,3,2,663.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,9,2007,WD ,213000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
992,618,534475250,20,90.0,9900,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,4,3,CBlock,3,3,1,Rec,1173.0,Unf,0.0,507.0,1680.0,GasA,3,1,SBrkr,1691,0,0,1691,1,0,1,0,2,1,3,5,8,0,0,Attchd,1967,1,2,550.0,4,3,1.0,0,67,260,0,0,0,3,N/A,0,4,2009,WD ,175000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
993,2108,906380200,20,64.0,6762,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,1,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,5,1,SBrkr,1208,0,0,1208,1,0,2,0,2,1,4,6,8,0,0,Attchd,2007,2,2,628.0,3,3,1.0,105,54,0,0,0,0,0,N/A,0,9,2007,New,195400,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
994,772,905103070,20,75.0,11625,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,3,3,CBlock,3,3,1,BLQ,527.0,Unf,0.0,525.0,1052.0,GasA,3,1,SBrkr,1052,0,0,1052,0,0,1,1,3,1,3,6,8,1,1,Attchd,1984,3,1,668.0,3,3,1.0,0,215,0,0,0,0,0,N/A,0,4,2009,WD ,113500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
995,2672,903202120,50,65.0,6435,Pave,N/A,Reg,Lvl,4,1,RRAn,Norm,1.6666666666666667,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,972.0,972.0,GasA,4,1,SBrkr,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,4,Detchd,1939,1,1,312.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,10,2006,WD ,140200,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
996,2492,532376180,20,65.0,8450,Pave,N/A,Reg,Lvl,4,1,RRAe,Norm,1.0,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,3,3,CBlock,3,3,1,BLQ,162.0,Rec,270.0,450.0,882.0,GasA,3,1,SBrkr,909,0,0,909,0,0,1,0,3,1,3,5,8,0,0,Attchd,1968,1,1,294.0,3,3,1.0,0,155,0,0,0,0,3,N/A,0,11,2006,COD,116000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
997,2903,921205050,20,88.0,11577,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,5,3,PConc,4,3,4,GLQ,1455.0,Unf,0.0,383.0,1838.0,GasA,5,1,SBrkr,1838,0,0,1838,1,0,2,0,3,1,5,9,8,1,4,Attchd,2005,3,3,682.0,3,3,1.0,161,225,0,0,0,0,0,N/A,0,9,2006,New,359900,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
998,2783,907201160,60,50.0,8340,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,3,3,CBlock,4,3,3,GLQ,509.0,Unf,0.0,166.0,675.0,GasA,3,1,SBrkr,686,702,0,1388,0,0,1,1,3,1,3,6,8,0,0,Attchd,1977,1,1,317.0,3,3,1.0,406,36,0,0,0,0,0,N/A,0,12,2006,WD ,157500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
999,786,905401100,20,79.08743163896668,10708,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,LwQ,379.0,BLQ,768.0,470.0,1617.0,GasA,5,1,FuseA,1867,0,0,1867,1,0,1,0,2,1,3,7,8,3,4,Attchd,1955,3,1,303.0,3,3,1.0,476,0,0,0,142,0,2,N/A,0,11,2009,COD,190000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,740,903230100,30,60.0,6911,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,3,1,SBrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,Detchd,1965,1,2,440.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,10,2009,WD ,100000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1001,2546,534403280,20,80.0,8800,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,1,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,3,1,SBrkr,1251,0,0,1251,1,0,1,0,3,1,3,6,8,2,4,Attchd,1964,2,1,461.0,3,3,1.0,0,116,0,0,0,0,3,Shed,700,3,2006,WD ,160000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1002,851,907194160,20,65.0,10739,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4,3,1,GLQ,1259.0,Unf,0.0,172.0,1431.0,GasA,5,1,SBrkr,1444,0,0,1444,1,0,2,0,3,1,4,6,8,0,0,Attchd,2002,2,2,577.0,3,3,1.0,144,40,0,0,0,0,0,N/A,0,4,2009,WD ,203000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1003,1833,533120030,60,70.6971325782769,9572,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,4,3,PConc,5,3,1,GLQ,482.0,Unf,0.0,971.0,1453.0,GasA,5,1,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,4,9,8,1,5,Attchd,1990,2,2,750.0,4,4,1.0,500,0,0,0,0,0,0,N/A,0,6,2007,WD ,302000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1004,76,531451110,120,50.0,8012,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,3,1,SBrkr,923,0,0,923,0,0,2,0,2,1,3,5,8,1,3,Attchd,1980,2,1,264.0,3,3,1.0,80,0,0,0,0,0,0,N/A,0,5,2010,WD ,143000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
1005,2151,907270040,60,66.0,16226,Pave,N/A,IR3,Lvl,4,1,Norm,Norm,2.0,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,281.0,Unf,0.0,747.0,1028.0,GasA,5,1,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,8,1,3,BuiltIn,1998,3,2,683.0,3,3,1.0,208,50,0,0,0,0,0,N/A,0,5,2007,WD ,267000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1006,1880,534252070,90,80.49812452681152,10899,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,N/A,0.0,N/A,0.0,0.0,0.0,GasA,3,0,SBrkr,1224,0,0,1224,0,0,2,0,2,2,3,8,8,0,0,CarPort,1964,1,3,530.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,4,2007,WD ,103000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
1007,2907,923203100,120,32.0,4500,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,GLQ,1201.0,Unf,0.0,36.0,1237.0,GasA,5,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,8,0,0,Attchd,1998,3,2,405.0,3,3,1.0,0,199,0,0,0,0,0,N/A,0,3,2006,WD ,153500,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1008,1831,532479120,85,122.95185604163973,16647,Pave,N/A,IR1,Lvl,4,1,RRAe,Norm,2.0,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,ALQ,1390.0,Unf,0.0,0.0,1390.0,GasA,3,1,SBrkr,1701,0,0,1701,1,0,2,0,3,1,3,6,6,2,3,Basment,1975,3,2,611.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,1,2007,WD ,171000,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
1009,2836,908227030,50,62.0,8707,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.6666666666666667,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,1093.0,1093.0,GasA,3,0,FuseF,1093,576,0,1669,0,0,1,1,4,1,3,9,6,0,0,Attchd,1924,1,1,288.0,2,3,1.0,0,0,56,0,0,0,0,N/A,0,5,2006,WD ,107000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1010,1955,535403030,20,66.0,8300,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,3,3,CBlock,3,3,2,Rec,952.0,Unf,0.0,0.0,952.0,GasA,4,1,SBrkr,952,0,0,952,1,0,1,0,3,1,3,5,8,0,0,Attchd,1968,1,1,288.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,8,2007,WD ,128500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1011,1926,535179120,20,72.0,9770,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,512.0,Unf,0.0,410.0,922.0,GasA,3,1,FuseA,922,0,0,922,1,0,1,0,2,1,3,5,8,0,0,Attchd,1957,1,1,308.0,3,3,1.0,0,34,0,0,0,0,2,N/A,0,4,2007,WD ,116000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1012,2924,923250060,20,80.0,17400,Pave,N/A,Reg,Low,4,2,Norm,Norm,1.0,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,ALQ,936.0,Unf,0.0,190.0,1126.0,GasA,2,1,SBrkr,1126,0,0,1126,1,0,2,0,3,1,3,5,8,1,4,Attchd,1977,2,2,484.0,3,3,0.5,295,41,0,0,0,0,0,N/A,0,5,2006,WD ,160000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1013,1003,527145090,120,39.0,5070,Pave,N/A,IR1,HLS,4,1,Norm,Norm,1.0,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,1280.0,1280.0,GasA,5,1,SBrkr,1280,0,0,1280,0,0,2,0,2,1,4,5,8,0,0,Attchd,1992,2,2,506.0,3,3,1.0,0,82,0,0,144,0,0,N/A,0,8,2008,WD ,180000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
1014,1667,527404050,20,66.0,7920,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,CBlock,3,3,1,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,5,1,SBrkr,914,0,0,914,0,0,1,0,3,1,5,5,8,0,0,Attchd,1970,2,1,368.0,3,4,1.0,120,0,0,0,0,0,0,N/A,0,10,2007,WD ,133000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1015,2905,923202025,90,78.0,7020,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,3,4,PConc,4,3,4,GLQ,1243.0,Unf,0.0,45.0,1288.0,GasA,4,1,SBrkr,1368,0,0,1368,2,0,2,0,2,2,3,8,8,0,0,Attchd,1997,3,4,784.0,3,3,1.0,0,48,0,0,0,0,0,N/A,0,11,2006,WD ,215000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
1016,921,909276110,70,55.39369978448357,7500,Pave,N/A,IR1,Bnk,4,1,Norm,Norm,2.0,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,BLQ,547.0,Unf,0.0,224.0,771.0,GasA,2,1,SBrkr,753,741,0,1494,0,0,1,0,3,1,4,7,8,2,4,Attchd,1942,1,1,213.0,3,3,0.5,0,0,0,0,224,0,0,N/A,0,11,2009,WD ,177500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1017,1780,528431030,20,76.0,10612,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,4,3,PConc,4,3,2,GLQ,28.0,Unf,0.0,1496.0,1524.0,GasA,4,1,SBrkr,1534,0,0,1534,0,0,2,0,3,1,4,7,8,1,4,Attchd,2006,3,2,484.0,3,3,1.0,168,46,0,0,0,0,0,N/A,0,1,2007,WD ,215000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1018,746,903234220,50,51.0,6120,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,LwQ,273.0,Unf,0.0,679.0,952.0,GasA,3,1,FuseA,994,588,0,1582,0,0,2,0,3,1,3,6,8,1,4,Detchd,1938,1,1,250.0,2,3,1.0,189,0,34,150,0,0,0,N/A,0,2,2009,WD ,150000,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1019,254,906402200,60,90.0,12376,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,2,GLQ,1470.0,Unf,0.0,203.0,1673.0,GasA,4,1,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,3,Attchd,1990,1,3,594.0,3,3,1.0,367,0,0,0,0,0,0,N/A,0,5,2010,WD ,320000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
1020,606,534400050,20,100.0,10004,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,Rec,196.0,BLQ,345.0,975.0,1516.0,GasA,3,1,SBrkr,1516,0,0,1516,0,0,1,1,3,1,3,6,8,0,0,Attchd,1964,2,2,472.0,3,3,1.0,0,0,0,0,152,0,0,N/A,0,2,2009,WD ,167000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1021,2703,904301410,30,55.0,8250,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0,0,0,N/A,0.0,N/A,0.0,0.0,0.0,GasA,3,0,SBrkr,1032,0,0,1032,0,0,1,0,2,1,3,6,8,1,3,Detchd,1939,1,1,260.0,3,3,1.0,0,0,121,0,0,0,0,N/A,0,6,2006,WD ,125000,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022,1306,902207120,20,103.0,12205,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,2,1,Unf,0.0,Unf,0.0,448.0,448.0,GasA,4,1,SBrkr,1588,0,0,1588,0,0,2,0,5,1,3,6,3,0,0,N/A,1978,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,N/A,0,12,2008,WD ,65000,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
1023,2102,906380010,20,103.0,11175,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,1316.0,1316.0,GasA,5,1,SBrkr,1316,0,0,1316,0,0,2,0,3,1,4,6,8,1,4,Attchd,2007,3,2,440.0,3,3,1.0,0,20,0,0,0,0,0,N/A,0,10,2007,New,200141,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1024,1784,528435010,20,85.0,9965,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,N/A,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1528.0,1528.0,GasA,5,1,SBrkr,1528,0,0,1528,0,0,3,2,3,1,4,6,8,1,3,Attchd,2007,1,2,480.0,3,3,1.0,0,228,0,0,0,0,0,N/A,0,9,2007,New,235876,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
1025,941,910204050,70,50.0,8660,Pave,N/A,Reg,Bnk,4,1,Norm,Norm,2.0,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,760.0,760.0,GasA,5,0,SBrkr,928,928,312,2168,0,0,2,0,5,1,4,11,8,0,0,Detchd,1998,1,2,576.0,3,3,1.0,467,160,78,0,0,0,0,N/A,0,12,2009,WD ,123000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1026,2699,904100030,50,82.0,12375,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.6666666666666667,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,3,2,CBlock,3,3,1,BLQ,329.0,Unf,0.0,477.0,806.0,GasA,3,1,SBrkr,1081,341,0,1422,1,0,1,0,3,1,3,7,8,1,3,Detchd,1951,1,1,288.0,3,3,1.0,0,0,0,0,0,0,2,N/A,0,6,2006,WD ,137500,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1027,2127,907135180,20,60.0,8070,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,GLQ,588.0,Unf,0.0,402.0,990.0,GasA,5,1,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,N/A,1978,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,N/A,0,8,2007,WD ,123600,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1028,2607,535401140,20,84.0,8658,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3,3,1,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,5,1,SBrkr,1324,0,0,1324,0,0,2,0,3,1,3,6,8,1,3,Attchd,1965,2,2,440.0,3,3,1.0,0,138,0,0,0,0,2,N/A,0,12,2006,WD ,160000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
